Product,Organic,Unit,Label,COO,Sales Order,Invoice #,Invoice Payment Status,Most Recent Invoice Paid Date,Sale Location,Sales Rep,Reqs. Date,Customer,Lot,Vendor,Source,Received Date,Use By Date,Pack Date,Lot Location,Quantity,Cost per Unit,Price per Unit,Total Cost,Total Sold Lot Expenses,Total Revenue,Total Profit $,Total Profit %
"Basil, Thai",false,10X1 Lb Bag Carton,G126,,5157999,112778,Unpaid,,Best Deal Brokerage,Enrique Vazquez,04/24/2025,EVERGREEN HERBS LTD (VANCOUVER),6461-BAS-2,#HOMSPE G126,PO #6461,04/29/2025,,,Best Deal Brokerage,1.00,0.01,0.01,0.01,0.69,0.01,-0.69,-6900.00
"Basil, Thai",true,50X1 Lb Bag Carton,G115,,4695385,112020,Paid,2025-01-30,Prime Fresh Handling,Alberto Tavares,01/02/2025,RATTO FARMS LLC,5655-BAS-2,#AGRPCS G115,PO #5655,01/02/2025,,,Prime Fresh Handling,1.00,162.50,187.50,162.50,12.08,187.50,12.92,6.89
"Basil, Thai",true,50X1 Lb Bag Carton,G115,MX,4905405,112379,Paid,2025-04-14,Prime Fresh Handling,Alma Hinojos,02/26/2025,RATTO FARMS LLC,6025-BAS-3,#AGRPCS G115,PO #6025,02/26/2025,,,Prime Fresh Handling,1.00,167.50,187.50,167.50,7.60,187.50,12.40,6.61
"Basil, Thai",true,50X1 Lb Bag Carton,G115,,5082803,112660,Paid,2025-05-12,Prime Fresh Handling,Alma Hinojos,04/10/2025,RATTO FARMS LLC,6324-BAS-2,#AGRPCS G115,PO #6324,04/10/2025,,,Prime Fresh Handling,1.00,162.50,187.50,162.50,6.53,187.50,18.47,9.85
"Beets, Candy (Baby)",false,24 Bunch Carton,G128,,5083086,112664,Partially paid,2025-04-08,Best Deal Brokerage,Enrique Vazquez,04/08/2025,EVERGREEN HERBS LTD (VANCOUVER),6332-BAB-1,#FERGON G128,PO #6332,04/07/2025,,,Best Deal Brokerage,8.00,16.00,22.00,128.00,24.29,176.00,23.71,13.47
"Beets, Candy (Baby)",false,24 Bunch Carton,G128,,5109174,112699,Unpaid,,Best Deal Brokerage,Enrique Vazquez,04/15/2025,EVERGREEN HERBS LTD (VANCOUVER),6373-BAB-2,#FERGON G128,PO #6373,04/15/2025,,,Best Deal Brokerage,12.00,16.00,22.00,192.00,46.36,264.00,25.64,9.71
"Beets, Candy (Baby)",false,24 Bunch Carton,G128,,5130318,112740,Unpaid,,Best Deal Brokerage,Enrique Vazquez,04/17/2025,EVERGREEN HERBS LTD (VANCOUVER),6416-BEE-1,#FERGON G128,PO #6416,04/17/2025,,,Best Deal Brokerage,20.00,16.00,22.00,320.00,57.50,440.00,62.50,14.20
"Beets, Gold",false,25 Lb Bag,G128,,5092072,112679,Partially paid,2025-04-10,Best Deal Brokerage,Enrique Vazquez,04/10/2025,EVERGREEN HERBS LTD (VANCOUVER),6359-BEE-1,#FERGON G128,PO #6359,04/10/2025,,,Best Deal Brokerage,11.00,19.00,24.00,209.00,0.00,264.00,55.00,20.83
"Beets, Gold (Baby)",false,24 Bunch Carton,G128,,5083086,112664,Partially paid,2025-04-08,Best Deal Brokerage,Enrique Vazquez,04/08/2025,EVERGREEN HERBS LTD (VANCOUVER),6332-BAB-2,#FERGON G128,PO #6332,04/07/2025,,,Best Deal Brokerage,10.00,14.00,20.00,140.00,30.36,200.00,29.64,14.82
"Beets, Gold (Baby)",false,24 Bunch Carton,G128,,5109174,112699,Unpaid,,Best Deal Brokerage,Enrique Vazquez,04/15/2025,EVERGREEN HERBS LTD (VANCOUVER),6373-BAB-1,#FERGON G128,PO #6373,04/15/2025,,,Best Deal Brokerage,10.00,14.00,20.00,140.00,38.64,200.00,21.36,10.68
"Beets, Gold (Baby)",false,24 Bunch Carton,G128,,5130318,112740,Unpaid,,Best Deal Brokerage,Enrique Vazquez,04/17/2025,EVERGREEN HERBS LTD (VANCOUVER),6416-BEE-2,#FERGON G128,PO #6416,04/17/2025,,,Best Deal Brokerage,20.00,14.00,20.00,280.00,57.50,400.00,62.50,15.63
"Beets, Red",false,12 Ct Carton,G115,,4794307,112195,Paid,2025-02-20,Best Deal Brokerage,Alberto Tavares,01/28/2025,SAAD TRADING INC. (DBA PAPAYA FRUIT & GROCERIES),5834-BEE-1,#AGRPCS G115,PO #5834,01/27/2025,,,Best Deal Brokerage,16.00,13.50,15.00,216.00,3.33,240.00,20.67,8.61
"Beets, Red",false,12 Ct Carton,G115,MX,4822090,112242,Paid,2025-02-26,Best Deal Brokerage,Alma Hinojos,02/04/2025,SAAD TRADING INC. (DBA PAPAYA FRUIT & GROCERIES),5873-BEE-1,#AGRPCS G115,PO #5873,02/03/2025,,,Best Deal Brokerage,16.00,13.50,15.00,216.00,0.00,240.00,24.00,10.00
"Beets, Red",false,12 Ct Carton,G115,MX,4845770,112294,Paid,2025-03-05,Best Deal Brokerage,Alma Hinojos,02/11/2025,SAAD TRADING INC. (DBA PAPAYA FRUIT & GROCERIES),5927-BEE-1,#AGRPCS G115,PO #5927,02/10/2025,,,Best Deal Brokerage,16.00,13.50,15.00,216.00,0.00,240.00,24.00,10.00
"Beets, Red",false,12 Ct Carton,G115,MX,4878594,112333,Paid,2025-03-13,Best Deal Brokerage,Alma Hinojos,02/18/2025,SAAD TRADING INC. (DBA PAPAYA FRUIT & GROCERIES),5974-BEE-1,#AGRPCS G115,PO #5974,02/18/2025,,,Best Deal Brokerage,16.00,13.50,15.00,216.00,0.00,240.00,24.00,10.00
"Beets, Red",false,12 Ct Carton,G115,MX,4905042,112377,Paid,2025-03-19,Best Deal Brokerage,Alma Hinojos,02/25/2025,SAAD TRADING INC. (DBA PAPAYA FRUIT & GROCERIES),6023-BEE-1,#AGRPCS G115,PO #6023,02/25/2025,,,Best Deal Brokerage,16.00,13.50,15.00,216.00,0.00,240.00,24.00,10.00
"Beets, Red",false,12 Ct Carton,G115,MX,4964119,112464,Paid,2025-04-02,Best Deal Brokerage,Alma Hinojos,03/11/2025,SAAD TRADING INC. (DBA PAPAYA FRUIT & GROCERIES),6103-BEE-1,#AGRPCS G115,PO #6103,03/13/2025,,,Best Deal Brokerage,16.00,13.50,15.00,216.00,0.00,240.00,24.00,10.00
"Beets, Red",false,12 Ct Carton,G115,MX,4987853,112502,Paid,2025-04-09,Best Deal Brokerage,Alma Hinojos,03/18/2025,SAAD TRADING INC. (DBA PAPAYA FRUIT & GROCERIES),6155-BEE-1,#AGRPCS G115,PO #6155,03/17/2025,,,Best Deal Brokerage,16.00,13.50,15.00,216.00,0.00,240.00,24.00,10.00
"Beets, Red",false,25 Lb Bag,G115,,4880699,112343,Paid,2025-04-29,Best Deal Brokerage,Enrique Vazquez,02/18/2025,EVERGREEN HERBS LTD (VANCOUVER),5981-BEE-1,#AGRPCS G115,PO #5981,02/20/2025,,,Best Deal Brokerage,30.00,10.00,11.00,300.00,0.00,330.00,30.00,9.09
"Beets, Red",false,25 Lb Bag,G126,MX,4840361,112282,Paid,2025-04-16,Best Deal Brokerage,Enrique Vazquez,02/06/2025,EVERGREEN HERBS LTD (VANCOUVER),5905-BEE-1,#HOMSPE G126,PO #5905,02/10/2025,,,Best Deal Brokerage,95.00,9.00,11.00,855.00,115.00,1045.00,75.00,7.18
"Beets, Red (Baby)",false,24 Bunch Carton,G126,,5176996,112821,Unpaid,,Best Deal Brokerage,Enrique Vazquez,04/29/2025,EVERGREEN HERBS LTD (VANCOUVER),6512-BEE-1,#HOMSPE G126,PO #6512,,,,Best Deal Brokerage,12.00,14.00,20.00,168.00,85.00,240.00,-13.00,-5.42
"Beets, Red (Baby)",false,24 Bunch Carton,G128,,5083086,112664,Partially paid,2025-04-08,Best Deal Brokerage,Enrique Vazquez,04/08/2025,EVERGREEN HERBS LTD (VANCOUVER),6332-BEE-1,#FERGON G128,PO #6332,04/07/2025,,,Best Deal Brokerage,10.00,14.00,20.00,140.00,30.36,200.00,29.64,14.82
"Bok Choy, Baby",false,25 Lb Carton,G130,,4907271,112382,Paid,2025-02-24,Direct Shipment,Denisse Tavares,02/24/2025,"DM PRODUCE CO., INC.",6028-BOK-1,#LYPFAR G130,PO #6028,02/24/2025,,,Direct Shipment,98.00,9.30204,13.00,911.60,560.00,1274.00,-197.60,-15.51
"Bok Choy, Baby",false,25 Lb Carton,G130,,4987862,112504,Used,2025-02-24,Direct Shipment,Alma Hinojos,02/24/2025,"DM PRODUCE CO., INC.",6028-BOK-1,#LYPFAR G130,PO #6028,02/24/2025,,,Direct Shipment,-98.00,9.30204,13.00,-911.60,-560.00,-1274.00,197.60,15.51
"Cardboard Box, 48'' X 20'' X 12'' (Flowerbox)",false,Unit,Fresh Grown Farms,,4767535,112160,Paid,2025-04-25,Bodega Maneadero,Denisse Tavares,01/17/2025,#AGRICOLA PC & SONS S DE RL DE CV,5016-CAR-1,Industrias Rona,PO #5016,07/01/2024,,,Bodega Maneadero,150.00,6.20,6.70,930.00,0.00,1005.00,75.00,7.46
"Cardboard Box, 48'' X 20'' X 12'' (Flowerbox)",false,Unit,Fresh Grown Farms,,5130013,112737,Unpaid,,Bodega Maneadero,Denisse Tavares,04/11/2025,#AGRICOLA PC & SONS S DE RL DE CV,5016-CAR-1,Industrias Rona,PO #5016,07/01/2024,,,Bodega Maneadero,15.00,6.20,6.70,93.00,0.00,100.50,7.50,7.46
Carrot Orange,false,25 Lb Bag,Gen,,4844246,112285,Paid,2025-04-03,Navarro's Trucking,Enrique Vazquez,02/10/2025,"PRESSED JUICERY, INC.",5936-CAR-1,Eraa Products (Juan Manuel),PO #5936,,,,Navarro's Trucking,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Carrots Mix (Peeled),false,10X5 Lb Bag Carton,G115,,5176996,112821,Unpaid,,Best Deal Brokerage,Enrique Vazquez,04/29/2025,EVERGREEN HERBS LTD (VANCOUVER),6514-CAR-3,#AGRPCS G115,PO #6514,04/29/2025,,,Best Deal Brokerage,5.00,120.00,135.00,600.00,2.67,675.00,72.33,10.72
Carrots Mix (Peeled),false,10X5 Lb Bag Carton,G116,,5160164,112788,Unpaid,,Best Deal Brokerage,Enrique Vazquez,04/24/2025,EVERGREEN HERBS LTD (VANCOUVER),6477-CAR-2,#AGRPCS G115,PO #6477,04/29/2025,,,Best Deal Brokerage,4.00,120.00,135.00,480.00,2.08,540.00,57.92,10.73
Carrots Mix (Peeled),false,8X5 Lb Bag Carton,G116,,4880699,112343,Paid,2025-04-29,Best Deal Brokerage,Enrique Vazquez,02/18/2025,EVERGREEN HERBS LTD (VANCOUVER),5986-CAR-2,#ALAHAR G116,PO #5986,02/20/2025,,,Best Deal Brokerage,4.00,96.00,104.00,384.00,3.09,416.00,28.91,6.95
Carrots Mix (Peeled),false,8X5 Lb Bag Carton,G116,,4943031,112439,Paid,2025-05-13,Best Deal Brokerage,Enrique Vazquez,03/06/2025,EVERGREEN HERBS LTD (VANCOUVER),6090-CAR-1,#ALAHAR G116,PO #6090,03/06/2025,,,Best Deal Brokerage,5.00,96.00,104.00,480.00,4.31,520.00,35.69,6.86
Carrots Mix (Peeled),false,8X5 Lb Bag Carton,G116,,4983621,112496,Paid,2025-05-16,Best Deal Brokerage,Enrique Vazquez,03/13/2025,EVERGREEN HERBS LTD (VANCOUVER),6135-CAR-1,#ALAHAR G116,PO #6135,03/13/2025,,,Best Deal Brokerage,10.00,96.00,104.00,960.00,9.91,1040.00,70.09,6.74
Carrots Mix (Peeled),false,8X5 Lb Bag Carton,G116,,4988753,112513,Paid,2025-04-02,Sunny Specialty,Gerardo Zuniga,03/17/2025,SUNNY SPECIALTY PRODUCE INC,6165-CAR-1,#ALAHAR G116,PO #6165,03/17/2025,,,Sunny Specialty,5.00,96.00,104.00,480.00,8.89,520.00,31.11,5.98
Carrots Mix (Peeled),false,8X5 Lb Bag Carton,G116,,5018282,112553,Paid,2025-04-28,Sunny Specialty,Gerardo Zuniga,03/24/2025,SUNNY SPECIALTY PRODUCE INC,6206-CAR-1,#ALAHAR G116,PO #6206,03/24/2025,,,Sunny Specialty,5.00,96.00,104.00,480.00,2.92,520.00,37.08,7.13
Carrots Orange (Peeled),false,10X5 Lb Bag Carton,G115,,4986903,112500,Paid,2025-05-22,Best Deal Brokerage,Enrique Vazquez,03/18/2025,EVERGREEN HERBS LTD (VANCOUVER),6143-CAR-1,#AGRPCS G115,PO #6143,03/18/2025,,,Best Deal Brokerage,21.00,95.00,105.00,1995.00,12.55,2205.00,197.45,8.95
Carrots Orange (Peeled),false,10X5 Lb Bag Carton,G115,,5036924,112579,Partially paid,2025-03-27,Best Deal Brokerage,Enrique Vazquez,03/27/2025,EVERGREEN HERBS LTD (VANCOUVER),6242-CAR-2,#AGRPCS G115,PO #6242,03/28/2025,,,Best Deal Brokerage,21.00,95.00,105.00,1995.00,9.63,2205.00,200.37,9.09
Carrots Orange (Peeled),false,10X5 Lb Bag Carton,G115,,5109174,112699,Unpaid,,Best Deal Brokerage,Enrique Vazquez,04/15/2025,EVERGREEN HERBS LTD (VANCOUVER),6387-CAR-1,#AGRPCS G115,PO #6387,04/15/2025,,,Best Deal Brokerage,35.00,90.00,105.00,3150.00,25.88,3675.00,499.12,13.58
Carrots Orange (Peeled),false,10X5 Lb Bag Carton,G115,,5160164,112788,Unpaid,,Best Deal Brokerage,Enrique Vazquez,04/24/2025,EVERGREEN HERBS LTD (VANCOUVER),6477-CAR-1,#AGRPCS G115,PO #6477,04/29/2025,,,Best Deal Brokerage,38.00,90.00,105.00,3420.00,19.78,3990.00,550.22,13.79
Carrots Orange (Peeled),false,10X5 Lb Bag Carton,G115,,5176996,112821,Unpaid,,Best Deal Brokerage,Enrique Vazquez,04/29/2025,EVERGREEN HERBS LTD (VANCOUVER),6514-CAR-1,#AGRPCS G115,PO #6514,04/29/2025,,,Best Deal Brokerage,70.00,90.00,105.00,6300.00,37.40,7350.00,1012.60,13.78
Carrots Orange (Peeled),false,10X5 Lb Bag Carton,G115,,5209307,112866,Unpaid,,Best Deal Brokerage,Enrique Vazquez,05/06/2025,EVERGREEN HERBS LTD (VANCOUVER),6563-CAR-1,#AGRPCS G115,PO #6563,05/07/2025,,,Best Deal Brokerage,70.00,65.00,80.00,4550.00,54.44,5600.00,995.56,17.78
Carrots Orange (Peeled),false,8X5 Lb Bag Carton,G115,,5038046,112583,Paid,2025-04-21,Redmond Logistics,Enrique Vazquez,03/26/2025,"COOKS COMPANY PRODUCE, INC",6238-CAR-2,#AGRPCS G115,PO #6238,03/28/2025,,,Redmond Logistics,5.00,76.00,80.00,380.00,0.00,400.00,20.00,5.00
Carrots Orange (Peeled),false,8X5 Lb Bag Carton,G115,,5066345,112627,Unpaid,,Best Deal Brokerage,Enrique Vazquez,04/03/2025,EVERGREEN HERBS LTD (VANCOUVER),6290-CAR-2,#AGRPCS G115,PO #6290,04/03/2025,,,Best Deal Brokerage,49.00,72.00,84.00,3528.00,20.58,4116.00,567.42,13.79
Carrots Orange (Peeled),false,8X5 Lb Bag Carton,G115,,5222216,112888,Unpaid,,Sunrise Produce,Gerardo Zuniga,05/08/2025,LOEWY ENTERPRISES LLC (DBA SUNRISE PRODUCE),6585-CAR-1,#AGRPCS G115,PO #6585,05/08/2025,,,Sunrise Produce,10.00,72.00,76.00,720.00,0.00,760.00,40.00,5.26
Carrots Orange (Peeled),false,8X5 Lb Bag Carton,G116,,4794834,112204,Paid,2025-04-04,Best Deal Brokerage,Enrique Vazquez,01/28/2025,EVERGREEN HERBS LTD (VANCOUVER),5842-CAR-2,#ALAHAR G116,PO #5842,01/29/2025,,,Best Deal Brokerage,21.00,72.00,80.00,1512.00,20.00,1680.00,148.00,8.81
Carrots Orange (Peeled),false,8X5 Lb Bag Carton,G116,,4822357,112250,Paid,2025-02-04,Best Deal Brokerage,Enrique Vazquez,02/04/2025,EVERGREEN HERBS LTD (VANCOUVER),5882-CAR-1,#ALAHAR G116,PO #5882,02/04/2025,,,Best Deal Brokerage,42.00,72.00,80.00,3024.00,36.49,3360.00,299.51,8.91
Carrots Orange (Peeled),false,8X5 Lb Bag Carton,G116,,4840361,112282,Paid,2025-04-16,Best Deal Brokerage,Enrique Vazquez,02/06/2025,EVERGREEN HERBS LTD (VANCOUVER),5903-CAR-1,#ALAHAR G116,PO #5903,02/10/2025,,,Best Deal Brokerage,42.00,72.00,80.00,3024.00,35.00,3360.00,301.00,8.96
Carrots Orange (Peeled),false,8X5 Lb Bag Carton,G116,,4844833,112290,Paid,2025-04-22,Best Deal Brokerage,Enrique Vazquez,02/11/2025,EVERGREEN HERBS LTD (VANCOUVER),5943-CAR-1,#ALAHAR G116,PO #5943,02/11/2025,,,Best Deal Brokerage,10.00,72.00,80.00,720.00,8.91,800.00,71.09,8.89
Carrots Orange (Peeled),false,8X5 Lb Bag Carton,G116,,4863506,112315,Used,2025-02-04,Best Deal Brokerage,Enrique Vazquez,02/04/2025,EVERGREEN HERBS LTD (VANCOUVER),5882-CAR-1,#ALAHAR G116,PO #5882,02/04/2025,,,Best Deal Brokerage,-42.00,72.00,80.00,-3024.00,-36.49,-3360.00,-299.51,-8.91
Carrots Orange (Peeled),false,8X5 Lb Bag Carton,G116,,4880699,112343,Paid,2025-04-29,Best Deal Brokerage,Enrique Vazquez,02/18/2025,EVERGREEN HERBS LTD (VANCOUVER),5986-CAR-1,#ALAHAR G116,PO #5986,02/20/2025,,,Best Deal Brokerage,42.00,72.00,80.00,3024.00,32.52,3360.00,303.48,9.03
Carrots Orange (Peeled),false,8X5 Lb Bag Carton,G116,,4907277,112384,Paid,2025-05-06,Best Deal Brokerage,Enrique Vazquez,02/26/2025,EVERGREEN HERBS LTD (VANCOUVER),6030-CAR-1,#ALAHAR G116,PO #6030,02/26/2025,,,Best Deal Brokerage,42.00,72.00,80.00,3024.00,14.02,3360.00,321.98,9.58
Carrots Orange (Peeled),false,8X5 Lb Bag Carton,G116,,4964252,112473,Paid,2025-04-02,Sunny Specialty,Emiliano Salcido,03/10/2025,SUNNY SPECIALTY PRODUCE INC,6115-CAR-1,#ALAHAR G116,PO #6115,03/10/2025,,,Sunny Specialty,42.00,68.00,76.00,2856.00,80.00,3192.00,256.00,8.02
Carrots Orange (Peeled),false,8X5 Lb Bag Carton,G116,,4977949,112490,Used,2025-02-26,Best Deal Brokerage,Enrique Vazquez,02/26/2025,EVERGREEN HERBS LTD (VANCOUVER),6030-CAR-1,#ALAHAR G116,PO #6030,02/26/2025,,,Best Deal Brokerage,-36.00,72.00,80.00,-2592.00,-12.02,-2880.00,-275.98,-9.58
Carrots Orange (Peeled),false,8X5 Lb Bag Carton,G116,,4988753,112513,Paid,2025-04-02,Sunny Specialty,Gerardo Zuniga,03/17/2025,SUNNY SPECIALTY PRODUCE INC,6165-CAR-2,#ALAHAR G116,PO #6165,03/17/2025,,,Sunny Specialty,40.00,68.00,76.00,2720.00,71.11,3040.00,248.89,8.19
Carrots Orange (Peeled),false,8X5 Lb Bag Carton,G116,,5018282,112553,Paid,2025-04-28,Sunny Specialty,Gerardo Zuniga,03/24/2025,SUNNY SPECIALTY PRODUCE INC,6206-CAR-2,#ALAHAR G116,PO #6206,03/24/2025,,,Sunny Specialty,42.00,68.00,76.00,2856.00,24.53,3192.00,311.47,9.76
Carrots Orange (Peeled),false,8X5 Lb Bag Carton,G116,,5149128,112767,Paid,2025-05-27,Sunny Specialty,Gerardo Zuniga,04/21/2025,SUNNY SPECIALTY PRODUCE INC,6452-CAR-2,#ALAHAR G116,PO #6452,04/21/2025,,,Sunny Specialty,18.00,66.00,72.00,1188.00,37.89,1296.00,70.11,5.41
Carrots Orange (Peeled),false,8X5 Lb Bag Carton,Gen,,4844833,112290,Paid,2025-04-22,Best Deal Brokerage,Enrique Vazquez,02/11/2025,EVERGREEN HERBS LTD (VANCOUVER),5925-CAR-1,Eraa Products (Juan Manuel),PO #5925,02/11/2025,,,Best Deal Brokerage,42.00,60.00,80.00,2520.00,115.00,3360.00,725.00,21.58
Carrots Orange (Peeled),false,8X5 Lb Bag Carton,Gen,,4889836,112352,Used,2025-02-11,Best Deal Brokerage,Enrique Vazquez,02/11/2025,EVERGREEN HERBS LTD (VANCOUVER),5925-CAR-1,Eraa Products (Juan Manuel),PO #5925,02/11/2025,,,Best Deal Brokerage,-12.00,60.00,80.00,-720.00,-32.86,-960.00,-207.14,-21.58
"Carrots, Atomic Red",false,25 Lb Bag,G126,MX,5253256,112933,Unpaid,,Best Deal Brokerage,Denisse Tavares,05/13/2025,FRESH DIRECT,6643-ATO-1,#HOMSPE G126,PO #6643,,,,Best Deal Brokerage,2.00,1.00,1.00,2.00,0.00,2.00,0.00,0.00
"Chards, Green",true,24 Bunch Carton,G121,MX,4724229,112072,Paid,2025-02-24,Direct Shipment,Alma Hinojos,01/13/2025,NOVA WORLD FRESH LLC,5710-CHA-3,#VALORG G121,PO #5710,01/13/2025,,,Direct Shipment,6.00,11.27404,17.95,67.64,29.29,107.70,10.77,10.00
"Chards, Green",true,24 Bunch Carton,G121,,4767937,112162,Paid,2025-03-13,Best Deal Brokerage,Enrique Vazquez,01/21/2025,ROOTS ORGANIC INC,5805-CHA-1,#VALORG G121,PO #5805,01/22/2025,,,Best Deal Brokerage,10.00,17.65,20.50,176.50,25.27,205.00,3.23,1.58
"Chards, Green",true,24 Bunch Carton,G121,,4850445,112304,Paid,2025-04-10,Best Deal Brokerage,Enrique Vazquez,02/11/2025,ROOTS ORGANIC INC,5919-CHA-1,#VALORG G121,PO #5919,02/11/2025,,,Best Deal Brokerage,10.00,18.06695,20.50,180.67,3.83,205.00,20.50,10.00
"Chards, Green",true,24 Bunch Carton,G121,,4900861,112371,Paid,2025-04-17,Best Deal Brokerage,Enrique Vazquez,02/26/2025,ROOTS ORGANIC INC,6032-CHA-1,#VALORG G121,PO #6032,02/26/2025,,,Best Deal Brokerage,8.00,14.38548,20.50,115.08,32.52,164.00,16.40,10.00
"Chards, Green",true,24 Bunch Carton,G121,,4930319,112417,Paid,2025-04-24,Best Deal Brokerage,Enrique Vazquez,03/04/2025,ROOTS ORGANIC INC,6052-CHA-1,#VALORG G121,PO #6052,03/03/2025,,,Best Deal Brokerage,49.00,17.10995,20.50,838.39,65.66,1004.50,100.45,10.00
"Chards, Green",true,24 Bunch Carton,G121,,5037114,112580,Paid,2025-05-23,Best Deal Brokerage,Enrique Vazquez,03/27/2025,ROOTS ORGANIC INC,6251-CHA-1,#VALORG G121,PO #6251,03/28/2025,,,Best Deal Brokerage,28.00,15.88902,20.50,444.89,71.71,574.00,57.40,10.00
"Chards, Green",true,24 Bunch Carton,G121,,5067459,112637,Unpaid,,Best Deal Brokerage,Enrique Vazquez,04/03/2025,ROOTS ORGANIC INC,6295-CHA-3,#VALORG G121,PO #6295,04/03/2025,,,Best Deal Brokerage,24.00,15.83636,20.50,380.07,62.73,492.00,49.20,10.00
"Chards, Green",true,24 Bunch Carton,G121,,5221409,112880,Unpaid,,Best Deal Brokerage,Enrique Vazquez,05/06/2025,ROOTS ORGANIC INC,6571-CHA-2,#VALORG G121,PO #6571,05/07/2025,,,Best Deal Brokerage,25.00,13.50,20.50,337.50,122.45,512.50,52.55,10.25
"Chards, Green",true,24 Bunch Carton,G121,,5241915,112928,Unpaid,,Best Deal Brokerage,Enrique Vazquez,05/13/2025,ROOTS ORGANIC INC,6633-CHA-1,#VALORG G121,PO #6633,05/13/2025,,,Best Deal Brokerage,26.00,16.00,20.50,416.00,89.38,533.00,27.62,5.18
"Chards, Green",true,24 Bunch Carton,G121,,5264649,112953,Unpaid,,Best Deal Brokerage,Enrique Vazquez,05/20/2025,ROOTS ORGANIC INC,6663-CHA-1,#VALORG G121,PO #6663,05/20/2025,,,Best Deal Brokerage,39.00,12.75,18.50,497.25,150.49,721.50,73.76,10.22
"Chards, Green",true,24 Bunch Carton,G121,,5312404,113025,Unused,,Best Deal Brokerage,Enrique Vazquez,05/20/2025,ROOTS ORGANIC INC,6663-CHA-1,#VALORG G121,PO #6663,05/20/2025,,,Best Deal Brokerage,-32.00,12.75,18.50,-408.00,-123.48,-592.00,-60.52,-10.22
"Chards, Rainbow",true,24 Bunch Carton,G121,MX,4724229,112072,Paid,2025-02-24,Direct Shipment,Alma Hinojos,01/13/2025,NOVA WORLD FRESH LLC,5710-CHA-2,#VALORG G121,PO #5710,01/13/2025,,,Direct Shipment,31.00,11.27404,17.95,349.50,151.31,556.45,55.64,10.00
"Chards, Rainbow",true,24 Bunch Carton,G121,,4767937,112162,Paid,2025-03-13,Best Deal Brokerage,Enrique Vazquez,01/21/2025,ROOTS ORGANIC INC,5805-CHA-2,#VALORG G121,PO #5805,01/22/2025,,,Best Deal Brokerage,32.00,17.65,20.50,564.80,80.88,656.00,10.32,1.57
"Chards, Rainbow",true,24 Bunch Carton,G121,,4850445,112304,Paid,2025-04-10,Best Deal Brokerage,Enrique Vazquez,02/11/2025,ROOTS ORGANIC INC,5919-CHA-2,#VALORG G121,PO #5919,02/11/2025,,,Best Deal Brokerage,38.00,18.06695,20.50,686.54,14.56,779.00,77.90,10.00
"Chards, Rainbow",true,24 Bunch Carton,G121,,4878701,112339,Paid,2025-04-10,Best Deal Brokerage,Enrique Vazquez,02/18/2025,ROOTS ORGANIC INC,5987-CHA-1,#VALORG G121,PO #5987,,,,Best Deal Brokerage,49.00,16.10306,20.50,789.05,115.00,1004.50,100.45,10.00
"Chards, Rainbow",true,24 Bunch Carton,G121,,4900861,112371,Paid,2025-04-17,Best Deal Brokerage,Enrique Vazquez,02/26/2025,ROOTS ORGANIC INC,6032-CHA-2,#VALORG G121,PO #6032,02/26/2025,,,Best Deal Brokerage,42.00,14.38548,20.50,604.19,170.71,861.00,86.10,10.00
"Chards, Rainbow",true,24 Bunch Carton,G121,,4930319,112417,Paid,2025-04-24,Best Deal Brokerage,Enrique Vazquez,03/04/2025,ROOTS ORGANIC INC,6052-CHA-3,#VALORG G121,PO #6052,03/03/2025,,,Best Deal Brokerage,52.00,17.11012,20.50,889.73,69.67,1066.00,106.60,10.00
"Chards, Rainbow",true,24 Bunch Carton,G121,,5008958,112540,Paid,2025-05-15,Best Deal Brokerage,Enrique Vazquez,03/20/2025,ROOTS ORGANIC INC,6188-CHA-1,#VALORG G121,PO #6188,,,,Best Deal Brokerage,46.00,16.10306,20.50,740.74,107.96,943.00,94.30,10.00
"Chards, Rainbow",true,24 Bunch Carton,G121,,5055398,112610,Unpaid,,Best Deal Brokerage,Enrique Vazquez,04/01/2025,ROOTS ORGANIC INC,6251-CHA-2,#VALORG G121,PO #6251,03/28/2025,,,Best Deal Brokerage,47.00,15.88902,20.50,746.78,120.37,963.50,96.35,10.00
"Chards, Rainbow",true,24 Bunch Carton,G121,,5067459,112637,Unpaid,,Best Deal Brokerage,Enrique Vazquez,04/03/2025,ROOTS ORGANIC INC,6295-CHA-2,#VALORG G121,PO #6295,04/03/2025,,,Best Deal Brokerage,39.00,15.83636,20.50,617.62,101.93,799.50,79.95,10.00
"Chards, Rainbow",true,24 Bunch Carton,G121,,5091731,112675,Unpaid,,Best Deal Brokerage,Enrique Vazquez,04/10/2025,ROOTS ORGANIC INC,6309-CHA-1,#VALORG G121,PO #6309,04/07/2025,,,Best Deal Brokerage,23.00,17.40,20.50,400.20,22.58,471.50,48.72,10.33
"Chards, Rainbow",true,24 Bunch Carton,G121,,5114927,112710,Unpaid,,Best Deal Brokerage,Enrique Vazquez,04/15/2025,ROOTS ORGANIC INC,6381-CHA-1,#VALORG G121,PO #6381,04/14/2025,,,Best Deal Brokerage,49.00,16.50,20.50,808.50,107.56,1004.50,88.44,8.80
